"entity_name","entity_id","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_splitter","active_spin_curve","active_spin_slider","active_spin_sweeper","active_spin_slurve"
"Chivilli, Angel",683409,"R","99.5",,,"92.7",,,"20.1",,
"Dana, Caden",702674,"R","99.4",,,"91.5",,"99.3","26.4",,
"Petersen, Michael",656848,"R","99.4",,,"97.7",,,"21.4",,
"Gomber, Austin",596295,"L","99.4",,,"97.8",,"79","33.3",,
"Ragans, Cole",666142,"L","99.3",,"54.2","98.9",,"83.2","16.6",,
"Gonzales, Marco",594835,"L","99.3","99.4","54.1","97.6",,"51.4",,,
"Harris, Hogan",663687,"L","99.3",,,"97.2",,"99.1",,"70.9",
"Diekman, Jake",518617,"L","99.3","99.6",,"99.4",,,,"39.7",
"Mahle, Tyler",641816,"R","99.3",,,,"96.6",,"31.3",,
"Vesia, Alex",681911,"L","99.3",,,"97.3",,,"39.5",,
"Paddack, Chris",663978,"R","99.3",,,"95.3",,"87.9","33.9",,
"Wacha, Michael",608379,"R","99.2","98.1","66.2","80.2",,"85.6","19.8",,
"Richards, Trevor",670950,"R","99.2","98.5",,"59.9",,,,,
"Taylor, Troy",700187,"R","99.2",,,,,,,"64.4",
"Strider, Spencer",675911,"R","99.2",,,,,"58.1","36.5",,
"Gordon, Tanner",685299,"R","99.2",,,"97.1",,"29.2","20.9",,
"Cecconi, Slade",677944,"R","99.2",,,"94.1",,"82.8","20.2",,
"Lee, Dylan",669276,"L","99.1",,,"98.6",,,"32.5",,
"Pepiot, Ryan",686752,"R","99.1",,"66.8","82.1",,"83.5","52.2",,
"Molina, Anthony",683627,"R","99.1",,,"95.5",,"32.8","63",,
"Bradford, Cody",674003,"L","99.1",,,"99.7",,"70.6","30.3",,
"Oller, Adam",670124,"R","99","99.6",,"89.1",,"77.1",,,"45.9"
"Estévez, Carlos",608032,"R","99",,,"91.2",,,"39.8",,
"Detmers, Reid",672282,"L","99","98.7",,"92.7",,"85.6","24.4",,
"Quantrill, Cal",615698,"R","99","99","36.2","97.2","94.8","36.6","25.9",,
"Sulser, Cole",642121,"R","99",,"50.2","89.3",,,,"36.4",
"Brebbia, John",605154,"R","98.9",,,,,,"44",,
"Gray, Josiah",680686,"R","98.9","97.9",,"81.8",,"38.6","51.9","26.8",
"Mercado, Michael",675650,"R","98.8",,"26.3",,,"65.2",,,
"Cantillo, Joey",676282,"L","98.8",,,"98.5",,"95.6","40.2",,
"Herz, DJ",687792,"L","98.8",,,"91.6",,"21.9","15",,
"Rosenberg, Kenny",670046,"L","98.8",,"18.4","95.4",,"71.6",,,
"Imanaga, Shota",684007,"L","98.8","89.8","70.8","90.3","92.1","79.4",,"29.2",
"Harrison, Kyle",690986,"L","98.8",,,"98.3",,,,,"36"
"Stanek, Ryne",592773,"R","98.8","86",,,"91.5",,"23.3",,
"Klein, Will",694361,"R","98.8",,,,,"69.2","15",,
"Marinaccio, Ron",676760,"R","98.7",,,"94.6",,,,"52.1",
"Montgomery, Mason",682254,"L","98.7",,,,,,"19.1",,
"Finnegan, Kyle",640448,"R","98.7",,,,"94.7",,"19.4",,
"Weems, Jordan",607179,"R","98.7",,,,"98.8",,"36.7",,
"Rodriguez, Grayson",680570,"R","98.7",,,"88.8",,"69.9","37.5",,
"Blanco, Ronel",669854,"R","98.6",,,"96.8",,"38.4","45.1",,
"Swanson, Erik",657024,"R","98.6",,,,"89.4",,"31.7",,
"Allen, Logan",663531,"L","98.6","97.1","52.4",,"98.3",,,"29.7",
"Duran, Jhoan",661395,"R","98.6",,,,"86.1","61",,,
"Palencia, Daniel",694037,"R","98.6","98.1",,,"84.1",,"24.3",,
"Halvorsen, Seth",678020,"R","98.5",,,,"92.9",,"24.5",,
"Miller, Bobby",676272,"R","98.5","97.2",,"97.5",,"77","41.9",,
"Hernández, Daysbel",678226,"R","98.5",,,,,,"20.2",,
"Walker, Taijuan",592836,"R","98.4","97.2","67.3",,"76.8","67.7","54.4","46.2",
"Baumann, Mike",657508,"R","98.4",,,"99.7",,"53.9","45.6",,
"Lodolo, Nick",666157,"L","98.4","99",,"94.7",,"50.2",,,
"Vieira, Thyago",600986,"R","98.4","97.8",,,,,"38.6",,
"Nicolas, Kyle",693312,"R","98.4",,,,,"61","33.3",,
"Yarbrough, Ryan",642232,"L","98.3","98.1","56.3","91.7",,,,"68.3",
"Lambert, Peter",663567,"R","98.3","89.9","52.2","98.8",,"94.2","37",,"65.4"
"Morgan, Eli",669212,"R","98.3",,,"90.4",,,"23",,
"Brzykcy, Zach",694350,"R","98.2",,,"99",,"55.6",,,
"Holman, Grant",680880,"R","98.2",,,,"91.2",,"15.5",,
"López, Reynaldo",625643,"R","98.1",,,"97.1",,"65.5","34.7",,
"Moore, Matt",519043,"L","98.1",,,"97.6",,"67.6",,,
"Varland, Gus",681402,"R","98.1",,,"98.4",,,"20.8",,
"Pivetta, Nick",601713,"R","98.1",,"52",,,"76.3","38.6","43.1",
"Anderson, Tyler",542881,"L","98.1","93.3","57.2","96.8",,,"31.5",,
"Estrada, Jeremiah",669093,"R","98.1",,,,"97.8",,"50.1",,
"Strahm, Matt",621381,"L","98","98.4","42.7",,,,"33.8",,
"Miller, Shelby",571946,"R","98",,,,"89.1",,"48.6",,
"Knack, Landon",689017,"R","98",,,"98.3",,"85.2","27.8",,
"Sammons, Bryan",676614,"L","98",,"47.3","77.1",,"72",,"43.7",
"Crawford, Kutter",676710,"R","98",,"48.6",,"69.1","92.2",,"35.9",
"Matthews, Zebby",805673,"R","98",,"60.6","98.8",,"54.6","25.2",,
"Black, Mason",696131,"R","97.9","93.4","37.4","95.6",,,"18.8","46.5",
"Herget, Kevin",643361,"R","97.9",,"32.1","99",,,,,
"Kremer, Dean",665152,"R","97.9","92.5","43",,"97","74.4",,,
"Yates, Kirby",489446,"R","97.9",,,,"96.9",,,,
"Skenes, Paul",694973,"R","97.8",,,"93.8","92.5","52.5","26.4","37.3",
"Iriarte, Jairo",683568,"R","97.8",,,"99",,,"61.6",,
"Ferrer, José A.",678606,"L","97.8","98.4",,"97.3",,,"15.3",,
"Reynolds, Sean",669308,"R","97.8",,,"99.1",,,"31.7",,
"Williamson, Brandon",682227,"L","97.8",,"54.5","99.3",,"74.2",,,
"Nelson, Ryne",669194,"R","97.8",,"62.8","99.2",,"67.3","37.7","50.9",
"La Sorsa, Joe",686747,"L","97.8","94.1",,"99",,,,"58.4",
"Maldonado, Anthony",687424,"R","97.8",,"71.8",,,,"22.1",,
"McKenzie, Triston",663474,"R","97.8",,,,,"67.6","62",,
"Erceg, Lucas",668674,"R","97.7","98.5",,"94.5",,,"29.8",,
"Mears, Nick",683232,"R","97.7",,,,,"82.1","22.8",,
"Beede, Tyler",595881,"R","97.7","96.5",,,"94.2","81.2",,,
"Fernandez, Ryan",681676,"R","97.7",,"57.8",,,,"22.6",,
"Manaea, Sean",640455,"L","97.7","96.6","53","93.1",,,"39.3","48.6",
"Irvin, Cole",608344,"L","97.7","96.7","28","99.2",,"64.6",,,"59.5"
"Booser, Cam",592155,"L","97.6",,"30.4",,,,,"43.1",
"Castro, Miguel",612434,"R","97.6","93.8",,"92.5",,,"60.3",,
"Woods Richardson, Simeon",680573,"R","97.6",,,"86.7",,"84.8","54.4",,
"McGough, Scott",543518,"R","97.6","98.4",,,"93.7",,"33",,
"Luzardo, Jesús",666200,"L","97.5","98.8",,"99.4",,,"10",,
"Ort, Kaleb",672391,"R","97.5",,"62.2","96.4",,,,"55.5",
"Peralta, Wandy",593974,"L","97.4","96.3",,"86.8",,,"29.6",,
"Wingenter, Trey",622259,"R","97.4",,,,,,"15",,
"López, Jorge",605347,"R","97.4","96.9",,"98.2",,"69.9","34.6",,
"Howard, Spencer",675921,"R","97.4",,,"99.2",,"94.7","30.4",,
"Bednar, David",670280,"R","97.4",,,,"71.7","72.8",,,
"Lively, Ben",594902,"R","97.4","95.2",,"98.9",,"70.8","44.3","54.3",
"Falter, Bailey",663559,"L","97.4","96.4",,,"93.5","46.6","63.8",,
"Carasiti, Matt",571539,"R","97.3","93.2","42.6",,"94.2",,,,
"Kitchen, Austin",685116,"L","97.3","94.1",,"98",,"83.8",,"40.5",
"Cabrera, Génesis",650893,"L","97.2","98.1","53","99",,"54.7",,,
"Rainey, Tanner",663432,"R","97.2",,,"97.8",,,"24.7",,
"Davis, Noah",663562,"R","97.2","96.8","51.7","97.8",,"85",,"67.7",
"Kerkering, Orion",689147,"R","97.1","91.8",,,,,,"54.1",
"Englert, Mason",669438,"R","97.1","87.4","34.8","71.1",,,"9.7",,"45"
"Hoffman, Jeff",656546,"R","97.1","98.1",,,"92.1",,"27.3",,
"Peralta, Luis",678821,"L","97.1",,,,,"57.7",,,
"Birdsong, Hayden",806185,"R","96.9",,,"90.8",,"70.1","16",,
"Wilson, Justin",458677,"L","96.9",,"64.2",,,,"23.9",,
"Williams, Gavin",668909,"R","96.9",,"48.6","93.6",,"92.9","39",,
"Díaz, Yilber",700270,"R","96.9",,,,,"86.6","23.1",,
"Gausman, Kevin",592332,"R","96.9","96.9",,,"90.9",,"18.3",,
"Pérez, Martín",527048,"L","96.9","97","68.9","99.3",,"33.3",,,
"Bigge, Hunter",685801,"R","96.7",,,,,"93.4","32.5","58.5",
"Sale, Chris",519242,"L","96.7","95.9",,"99.5",,,"62.3",,
"Cortes, Nestor",641482,"L","96.7","94.9","47.7","95.4",,,"43","45.7",
"Ray, Robbie",592662,"L","96.7",,,,,"18.8","55.5",,
"Gallegos, Giovanny",606149,"R","96.7",,,"98.8",,,"11",,
"Canning, Griffin",656288,"R","96.6","95.3",,"89.9",,"47.9","13.9",,
"Curry, Xzavion",675540,"R","96.6",,,,,"81.4","45",,
"Romano, Jordan",605447,"R","96.6",,,,,,"26.2",,
"Kelly, Joe",523260,"R","96.6","92.9",,"98.4",,"61.5","36.9",,
"Legumina, Casey",668984,"R","96.6",,,"89",,,"31.5",,
"Baz, Shane",669358,"R","96.5",,,"98.4",,"68.7","21.8",,
"Thompson, Zack",668868,"L","96.5",,,,"79.2","90.1","21.8",,
"Springs, Jeffrey",605488,"L","96.5",,"58.6","89.6",,,"32.6","40",
"García, Deivi",665620,"R","96.5",,,"93.5",,"76.8",,"56.1",
"Rodón, Carlos",607074,"L","96.4",,"50.8","77.4",,"61.4","22.1",,
"Scott, Tayler",605463,"R","96.4","97.4",,,"79.6",,,"48.2",
"Verlander, Justin",434378,"R","96.3",,,"94.8",,"69.6","36.5",,
"Parker, Mitchell",680730,"L","96.3",,,,"80.3","58.8","25.5",,
"Mize, Casey",663554,"R","96.3","95.1","27.1",,"87.9","89","27.3",,"37.7"
"Jay, Tyler",664079,"L","96.3","89.8","46.9",,,,,"54.3",
"Devenski, Chris",606965,"R","96.3","77.2","41.4","90.8",,,,"55.9",
"Hancock, Emerson",676106,"R","96.2","95.8","36.6","98.9",,,"28.8",,
"Hanifee, Brenan",669724,"R","96.2","95.6",,"98.6",,,"18.2",,
"Beck, Tristan",663941,"R","96.2",,,,,"83.3","36","62.8",
"Williams, Devin",642207,"R","96.1",,,"90.1",,,,,
"Miller, Ryan",668943,"R","96.1",,,,,,"23.3","50.8",
"Gillispie, Connor",687362,"R","96.1",,"53.1","89.5",,,,"37.4",
"Brooks, Aaron",605156,"R","96.1","94.5",,"71",,,"15.6",,
"Alcala, Jorge",660896,"R","96.1","95.6",,"95.3",,,"26.8",,
"Sears, JP",676664,"L","96","96.2",,"98.2",,"42.2","33.6","39.9",
"Daniel, Davis",669721,"R","96",,,"97.3","99.1","91","38",,
"Latz, Jacob",656641,"L","96",,,"97.3",,"84.3","37.6",,
"Díaz, Edwin",621242,"R","95.9",,,,,,"27.9",,
"Weathers, Ryan",677960,"L","95.9","96.2",,"81.6",,,,"33.5",
"Gilbert, Logan",669302,"R","95.9","98.7","67.7",,"57.9","69.5","15.9",,
"Slaten, Justin",686580,"R","95.8",,"51.6",,,"77.6",,"48",
"Joyce, Ben",690829,"R","95.8","86.2",,"80",,,"55.2",,
"Ryan, Joe",657746,"R","95.8","94",,,"77.9",,"25.6","57.3",
"Reid-Foley, Sean",656887,"R","95.8",,,"82.1",,,"31.3",,
"Suarez, Robert",663158,"R","95.8","95.9",,"97.7",,,,,
"Guerrero, Luis",692285,"R","95.8",,,"92.9",,,,"37.4",
"Abbott, Andrew",671096,"L","95.7",,,"98.1",,"47",,"38.5",
"Brown, Ben",676962,"R","95.7",,,"95.7",,"30.1",,,
"Graceffo, Gordon",700669,"R","95.6",,,"95.5",,"80.6","21.7",,
"Vines, Darius",670241,"R","95.6",,"31.9","98.9",,"47.5","11.4",,
"Martin, Chris",455119,"R","95.5","85.4","60.1",,"80.7",,,,
"Eovaldi, Nathan",543135,"R","95.5","97.2","62.6",,"87","78.8","39.8",,
"Pearson, Nate",663878,"R","95.5","93.1",,,,"87.1","37.3",,
"Paxton, James",572020,"L","95.5","96.1","13.8","88.2",,"57.9",,,
"Alzolay, Adbert",640470,"R","95.4","94.3","56",,,,"41.7",,
"Bieber, Shane",669456,"R","95.4",,"38.8","97.4",,"79.2","10.8",,
"Johnson, Pierce",572955,"R","95.4",,"48.3",,,"47.8",,,
"Chafin, Andrew",605177,"L","95.4","94.3",,,,,"29.8",,
"Ureña, José",570632,"R","95.4","94.3",,"95.7",,,"45.3",,
"Heller, Ben",621294,"R","95.3","95.9","17.8","70.9",,,"15.7","79.1",
"Liberatore, Matthew",669461,"L","95.3","91.1","46.6","98.9",,"92","20.8",,
"Gray, Jon",592351,"R","95.3",,,"98.8",,"61.4","38.7",,
"Santana, Dennis",642701,"R","95.3","90.9","47.7","93.4",,,"19.9",,
"Smith, Cade",671922,"R","95.3",,,,"83.3",,,"55.4",
"Skubal, Tarik",669373,"L","95.2","91.5",,"82.2",,"63.4","36.8",,
"Kopech, Michael",656629,"R","95.2",,"30.6",,,,"36.2",,
"Heasley, Jonathan",669169,"R","95.2",,,,,"77.1","30","51.6",
"Poche, Colin",621363,"L","95.2",,,,,,"46",,
"Littell, Zack",641793,"R","95.2","93.2",,,"73.4",,"43.8","48.7",
"Milner, Hoby",571948,"L","95.2","92.2",,"97.3",,,,"60.8",
"Kelly, Zack",677161,"R","95.1",,"47.8","93.7",,,,"57.2",
"Stone, Gavin",694813,"R","95.1","96.3","68.7","98.5",,"44.2","13.4","29.7",
"Arrighetti, Spencer",681293,"R","95.1","99.1","45.2","96.1",,"72.6",,"56.7",
"Hill, Tim",657612,"L","95","88.9",,,,,"42.4",,
"Shuster, Jared",694363,"L","95","95.2",,"99",,,"27.9",,
"Jackson, Jay",543351,"R","95","87.3",,"81.1",,,"23.6",,
"Wentz, Joey",666214,"L","94.9",,"24.1","98.1",,"59.1",,,
"Waguespack, Jacob",621097,"R","94.9",,"42.7","81.7",,"78.1",,,
"Leibrandt, Brandon",605335,"L","94.8","93.6",,"98",,,"41.3",,
"Bradley, Taj",671737,"R","94.8",,"50.8",,"80.9","88.1",,,
"Brito, Jhony",666745,"R","94.8","94.9",,"98",,,"26.3","49.6",
"Anderson, Justin",605121,"R","94.8","92.7","53.3",,,,"42.9",,
"Garrett, Amir",607237,"L","94.8",,,,,,"24.7",,
"Anderson, Nick",623433,"R","94.8","94.8",,"98.6",,"22.2",,,
"Akin, Keegan",669211,"L","94.8",,,"98.1",,,"25.1",,
"Greene, Hunter",668881,"R","94.8",,,,"79.8","60.6","42.7",,
"Nelson, Kyle",669459,"L","94.7",,"57.2",,,,"30.5",,
"Rodríguez, Yerry",666720,"R","94.7",,,"98.7",,,"36.2",,
"Kuhl, Chad",641771,"R","94.7","93.4","58.3","90.4",,,"28.9","64.3",
"Lorenzen, Michael",547179,"R","94.7","90.6","46.5","97.3",,"69.1","24.4","40.8",
"Varland, Louis",686973,"R","94.7","93",,"86.2",,"55.5","37.3",,
"Berroa, Prelander",672860,"R","94.6",,,,,,"16.7",,
"Burke, Brock",656271,"L","94.5","89.2",,"79.2",,,"34.9",,
"Beeks, Jalen",656222,"L","94.5",,"18.7","92.8",,"84.6",,,
"Means, John",607644,"L","94.5",,,"97.6",,"70.2","48.9",,
"Scott, Christian",681035,"R","94.5",,,,"91.1",,"29.7","41.5",
"Jackson, Luke",592426,"R","94.4",,,,,"70.4","41.1",,
"Matsui, Yuki",673513,"L","94.4",,,,"60.1",,"27.7","44.9",
"Marte, Yunior",628708,"R","94.4","92.8",,,"90.9",,"21",,
"Robertson, Nick",687798,"R","94.4",,,"95.4",,,"34.4","42.8",
"Banda, Anthony",607455,"L","94.4","94",,"99.2",,,"26.2",,
"Sborz, Josh",622250,"R","94.4",,,,,"79.2","17.5",,
"Hernández, Carlos",672578,"R","94.3",,,,"92.3","46.4","28.5","48.2",
"Leiter, Jack",683004,"R","94.3",,"69.1","88.3",,"65.1","25.9",,
"Hill, Jaden",677955,"R","94.3","95.7",,"99.5",,,"26.7",,
"Jefferies, Daulton",641726,"R","94.3","95.7","69.5","97.4",,,"22.6",,
"Lopez, Jacob",682052,"L","94.1",,"56","96.5",,,"48.1",,
"Gaddis, Hunter",683769,"R","94.1",,,"99",,,"46.1",,
"Bermúdez, Jonathan",642834,"L","94.1",,,"85.5",,,"37.4","59.8",
"Javier, Cristian",664299,"R","94.1",,,"72.8",,"76.3",,"51.1",
"Kahnle, Tommy",592454,"R","94","95.8",,"98.7",,,"45",,
"Lynch IV, Daniel",663738,"L","94","88.1",,"95.2",,"31.5","19.1",,
"Leiter Jr., Mark",643410,"R","94","91.2","50.5",,"89.4","95.6",,"53.3",
"Sandoval, Patrick",663776,"L","93.9","93.2",,"98.1",,"74.7","40.5","55.2",
"Miller, Erik",669062,"L","93.9",,,"98.8",,,,"36.6",
"Sauer, Matt",669422,"R","93.9","96.4",,,"73.9","67.6",,"43.4",
"Gillaspie, Logan",670810,"R","93.9",,"64.8","98.4",,"70.8",,"48.2",
"Kirby, George",669923,"R","93.9","91.2","54.7",,"86.7","81.8",,"41",
"Merryweather, Julian",657240,"R","93.8",,,"99.4",,,"16.5",,
"Law, Derek",571882,"R","93.8","88.3","60.6","98.6",,"58.4","22.2",,
"Nola, Aaron",605400,"R","93.8","91.7","54.3","99.2",,"79.8",,,
"Scherzer, Max",453286,"R","93.8",,"30.2","99",,"72.5","22.6",,
"Hoeing, Bryan",663773,"R","93.7","94.1",,,"72.2",,"35",,
"Snell, Blake",605483,"L","93.7",,,"98.2",,"67.3","48.7",,
"Jiménez, Joe",641729,"R","93.7",,,"90.3",,,"32.2",,
"Nardi, Andrew",677053,"L","93.7",,,,,,,"29.4",
"Eisert, Brandon",685126,"L","93.7",,,"86.1",,,"33",,
"Manning, Matt",666159,"R","93.7",,,,"79.4","83.3","38","36.6",
"Vest, Will",676684,"R","93.7","88.8",,"94.3",,,"35",,
"Leasure, Jordan",673929,"R","93.7",,,,,"80.5","36.5",,
"Green, Chad",643338,"R","93.6",,,,,,"20.7",,
"Honeywell, Brent",641703,"R","93.6",,,,,,"44.5","53.1",
"Winn, Cole",668390,"R","93.6","89.7",,,"87.9",,"23.9",,
"Foley, Jason",671345,"R","93.5","92.4",,"98.8",,,"20.4",,
"Peralta, Sammy",671111,"L","93.5",,,"99.5",,,"32.5","40.2",
"Roupp, Landen",694738,"R","93.5","89.8",,"88.4",,"86.5","44.6",,
"Ruiz, José",614179,"R","93.5","93",,"93.1",,"46.8","72.9",,
"Weaver, Luke",596133,"R","93.5",,"60.5","83.1",,"49.5",,,
"Houser, Adrian",605288,"R","93.5","90.6",,"89.3",,"96.4","33.5",,
"Snead, Kirby",669912,"L","93.4","93.2",,"93.6",,,"38.9",,
"Hicks, Jordan",663855,"R","93.4","85.6",,,"81.5",,,"47.8",
"Jarvis, Bryce",686826,"R","93.3","93.8","22.3","95.6",,,"29.6",,
"Criswell, Jeff",676105,"R","93.3",,,"99.6",,,"22.5",,
"Baker, Bryan",641329,"R","93.2",,,"91.1",,"52.2","46.7",,
"Cabrera, Edward",665795,"R","93.2","90.4",,"94",,"55","29.1",,
"Aldegheri, Sam",691951,"L","93.1",,,"92.9",,"82.9","30.6",,
"Megill, Trevor",656730,"R","93.1",,,,,"41.7",,,
"Phillips, Evan",623465,"R","93.1","86.8","51.1",,,,,"54.6",
"Selby, Colin",681882,"R","93.1","90.2",,,,"85.5","29.2",,
"Jiménez, Dany",666204,"R","93",,,"88.1",,,"15.5",,
"Winder, Josh",680739,"R","93",,,"93.9",,,"13.4","59.1",
"Pagán, Emilio",641941,"R","93",,"35.2",,"91.4",,,,
"Ryan, Ryder",656924,"R","92.9","91.4",,,,,"21.3",,
"Gore, MacKenzie",669022,"L","92.9",,"58.2","91.9",,"62.8","16","27.6",
"Wrobleski, Justin",680736,"L","92.9","92.6",,"97",,"65.6","28.1","43.2",
"Hamilton, Ian",641656,"R","92.8","87",,,,,"28.4",,
"Graterol, Brusdar",660813,"R","92.8","90.2","76.2",,,,"26.4",,
"Pinto, Ricardo",620982,"R","92.7","90.7",,,"93.2",,"16.7","39.8",
"Hentges, Sam",656529,"L","92.7","90.6",,,,"84","21.3",,
"Lucas, Easton",687922,"L","92.7",,"52.9","94.6",,,,"32.4",
"De Los Santos, Enyel",660853,"R","92.7",,,"98.1",,,"28.7",,
"Berríos, José",621244,"R","92.7","98.5","65.2","97.6",,,,,"55.7"
"Muñoz, Andrés",662253,"R","92.7","91.5",,,,,"35",,
"Henriquez, Ronny",678692,"R","92.7",,,"98.1",,,"30.7",,
"Chargois, JT",608638,"R","92.6","97.1",,,,,"13.3",,
"Cueto, Johnny",456501,"R","92.6","94.5","65.8","77",,,"49",,
"Santillan, Tony",663574,"R","92.5",,,,,,"34.2",,"39.3"
"Herget, Jimmy",623474,"R","92.5","91.1",,"86.4",,,"21.2","52.1",
"McMillon, John",669111,"R","92.3",,,,,,"17.4",,
"Vodnik, Victor",680767,"R","92.3",,,"85.4",,,"37.6",,
"Hughes, Brandon",676714,"L","92.3","87.8",,,,,"28.2",,
"Walston, Blake",686796,"L","92.3","98.6","55","98",,"68.9",,"18.9",
"Alexander, Tyler",641302,"L","92.3","91.9","42.4","91.2",,,,"51.4",
"Jones, Jared",683003,"R","92.3",,,"85.9",,"65.4","26",,
