"entity_name","entity_id","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_splitter","active_spin_curve","active_spin_slider","active_spin_sweeper","active_spin_slurve"
"Kuhl, Chad",641771,"R","98.2","96.4",,"97",,"70.4","32.5",,
"Brogdon, Connor",641401,"R","98.1",,"59.5","97.6",,,,,
"Eovaldi, Nathan",543135,"R","98.1",,"66.3",,"84.8","83.1","41.1",,
"Baumann, Mike",657508,"R","98.1",,,"99.3",,"53.5","42",,
"Paxton, James",572020,"L","98.1","97.8","14.6","91.8",,"66.3",,,
"Hoffman, Jeff",656546,"R","98","98.9",,,"95.3",,"20.9",,
"Giolito, Lucas",608337,"R","98",,,"98",,"91","17.2",,
"Springs, Jeffrey",605488,"L","98",,,"89.7",,,"34","44.4",
"Thompson, Zack",668868,"L","98",,,"96.9",,"94","24.6",,
"Moore, Matt",519043,"L","98",,,"97.4",,"60.5",,,
"Pérez, Martín",527048,"L","97.9","97.7","72.3","99.4",,"28.5","28.4",,
"Manaea, Sean",640455,"L","97.9","97.9",,"91.4",,,"21.8","35",
"Castro, Miguel",612434,"R","97.9","97.2",,"94.6",,,"49.5",,
"Williams, Gavin",668909,"R","97.9",,,"99.4",,"96.7","35.9",,
"Kennedy, Brett",664028,"R","97.8","96.5",,"90.9",,,"13.9",,
"Martinez, Adrián",661309,"R","97.8",,,"73.7",,,"15.7",,
"Acevedo, Domingo",642758,"R","97.8",,,"99.3",,,"44.4",,
"Hearn, Taylor",621368,"L","97.8","92.3",,"87.2",,,"23.1",,
"Kremer, Dean",665152,"R","97.8","94.8","51.2","95.1",,"69.9",,"53.5",
"De León, José",592254,"R","97.8",,"47.9","97.2",,,,"58.5",
"Carlton, Drew",656290,"R","97.8","96.7",,"99.1",,,"38.2",,
"Pepiot, Ryan",686752,"R","97.7",,,"87.9",,,"44.1",,
"Headrick, Brent",687396,"L","97.7",,,,"96.6",,"18.8",,
"Englert, Mason",669438,"R","97.7",,,"69.9",,,"15.5",,"37.5"
"Mears, Nick",683232,"R","97.7",,,,,"80.1","25.6",,
"Brebbia, John",605154,"R","97.6",,,,,,"46.3",,
"Willingham, Amos",686294,"R","97.6",,"45.1","95.8",,,"35.3",,
"Harris, Hobie",665048,"R","97.6",,"36.7",,"80.8",,,,
"Gausman, Kevin",592332,"R","97.5",,,,"88.7",,"21.1","28.6",
"Cabrera, Génesis",650893,"L","97.5","96.6","53.1","98.6",,"67.4",,,
"Shreve, Chasen",592741,"L","97.5",,,,"94.5",,,"29.9",
"López, Jorge",605347,"R","97.5","97.2",,"98.3",,"68.9","27.8",,
"Kelly, Joe",523260,"R","97.4","94.5",,"99.4",,"53","27.5",,
"Lambert, Peter",663567,"R","97.4",,,"98.5",,"93.2","43.8","42.1",
"Curry, Xzavion",675540,"R","97.4",,,"92.2",,"79.7","41.9",,
"Ragans, Cole",666142,"L","97.4",,"43.8","99.4",,"79","16.8",,
"Lorenzen, Michael",547179,"R","97.4","93.4","30.4","98.5",,"64.5","20","31.8",
"Palencia, Daniel",694037,"R","97.4","97.6",,,,"34.8","25.9",,
"Nicolas, Kyle",693312,"R","97.3",,,,,,"32.6",,
"Akin, Keegan",669211,"L","97.3",,,"99",,,"28.6",,
"Yarbrough, Ryan",642232,"L","97.3",,"57.3","95",,,,"70.7",
"Means, John",607644,"L","97.3",,,"94.4",,"57.8","57.3",,
"Peralta, Wandy",593974,"L","97.3","95",,"84.7",,,"28.1",,
"Miller, Shelby",571946,"R","97.2",,,,"89.4",,,"55",
"Poche, Colin",621363,"L","97.2",,,,,,"44.8",,
"Heasley, Jonathan",669169,"R","97.2",,,"97.7",,"84.2",,"53.2",
"Gillaspie, Logan",670810,"R","97.2",,,"98.7",,"69.3",,"38.5",
"Littell, Zack",641793,"R","97.1","95.1",,,"71.3",,"52.3","39.6",
"Strahm, Matt",621381,"L","97.1","97.7","42.1",,,,"31.1",,
"Bednar, David",670280,"R","97.1",,,,"68.9","66.1",,,
"Morgan, Eli",669212,"R","97.1",,,"92.5",,"24.5","19.9",,
"Anderson, Tyler",542881,"L","97.1","93.6","53.5","98.6",,,"31.7",,
"Fujinami, Shintaro",660261,"R","97.1",,"15.6",,"87.3",,"38.9","42.4",
"Yates, Kirby",489446,"R","97.1",,,,"94.7",,,"65.5",
"Gonsolin, Tony",664062,"R","97.1",,,,"93.2","59.6","34",,
"Erceg, Lucas",668674,"R","97","98.1","29.6","94.2",,,"23.1",,
"Stoudt, Levi",686651,"R","97",,,"98.1",,"78.1","36.6",,
"Ryu, Hyun Jin",547943,"L","97","95","58.6","98.7",,"90.7",,,
"Walker, Taijuan",592836,"R","97","95.1","51.5",,"80","72.5",,"36.3",
"Duran, Jhoan",661395,"R","96.9",,,,"78.8","52.8",,,
"Pivetta, Nick",601713,"R","96.9",,"43.2",,"57.9","84.6","41.9","44.3",
"Suárez, Andrew",605498,"L","96.9",,,"98.8",,"78.1","26.2",,
"Weathers, Ryan",677960,"L","96.7","98.2",,"94.4",,,,"41.9",
"Cox, Austin",680735,"L","96.7",,"36.3","94.6",,"68.8",,,
"Kelley, Trevor",665001,"R","96.7","96.2",,,,,"18.3","56.3",
"Johnson, Pierce",572955,"R","96.6",,,,,"45.1","29.6",,
"Varland, Gus",681402,"R","96.6",,,"91.5",,,"36.8",,
"Heller, Ben",621294,"R","96.6","97","43.9","97",,,,"59",
"Ort, Kaleb",672391,"R","96.6",,"70.4",,,,,"57.6",
"Reid-Foley, Sean",656887,"R","96.6",,,"72.5",,,"33.4",,
"Hernández, Carlos",672578,"R","96.5",,,,"91.1","42.1","22.4",,
"Strider, Spencer",675911,"R","96.5",,,"97.7",,,"32.9",,
"Williams, Devin",642207,"R","96.5",,"70.8","90.5",,,,,
"Kelly, Zack",677161,"R","96.4",,,"91.2",,,"39.2",,
"Skubal, Tarik",669373,"L","96.4","91.6",,"74.5",,"74.8","33.3",,
"Allard, Kolby",663465,"L","96.3",,"40.5","98.6",,"95.6",,,
"Greene, Hunter",668881,"R","96.3",,,"94.3",,,"40",,
"Lopez, Jacob",682052,"L","96.3",,,"95.4",,,"41.9",,
"Kennedy, Ian",453178,"R","96.3",,"20.7",,"88.7",,,,
"Chafin, Andrew",605177,"L","96.2","94.6",,,,,"20",,
"Alcala, Jorge",660896,"R","96.2","96",,"91.3",,,"28.4",,
"Oller, Adam",670124,"R","96.2",,"55.8","95.8",,,,,"65.1"
"Bieber, Shane",669456,"R","96.2",,"37.4","98",,"83.3","20.8",,
"Garcia, Luis",677651,"R","96.1",,"48.3","98.4",,"58.6",,"43.8",
"García, Deivi",665620,"R","96.1",,"48.6","96.5",,"75.7","38.5","54.9",
"Verlander, Justin",434378,"R","96.1",,,"97.9",,"68.5","31.6",,
"Marte, Yunior",628708,"R","96","96",,,,,"23.4",,
"Overton, Connor",656818,"R","96","95.2","65.9","98.5",,,"20","39.7",
"Garrett, Amir",607237,"L","96","95",,,,,"33.2",,
"Ramirez, Nick",598286,"L","95.9","79.7",,"99.5",,,,"52.7",
"Logue, Zach",656657,"L","95.9","97.1",,"92.4",,"29.4",,,
"Brigham, Jeff",656257,"R","95.9",,"57.6",,,,,"45.7",
"Karinchak, James",675916,"R","95.9",,,,,"45.2",,,
"Lauer, Eric",641778,"L","95.9",,"58",,,"56.4","28.7",,
"Sborz, Josh",622250,"R","95.9",,,,,"75.1","10.1",,
"Hughes, Brandon",676714,"L","95.8","93.2",,,,,"24",,
"Hill, Garrett",682051,"R","95.8","94.5",,"98.5",,"70.4","19.4",,
"Nelson, Ryne",669194,"R","95.8",,"30.2","99.4",,"72.1","49.4","51",
"Ryan, Joe",657746,"R","95.7",,,,"81.1",,"27.9","53",
"Barlow, Joe",669618,"R","95.7",,,,,,"45.1",,
"Davies, Zach",605200,"R","95.6","94.3","66.4","99.4",,"62.7","22.8","48.2",
"Falter, Bailey",663559,"L","95.5","94.1",,"90.5","92.8","65.8","58.7",,
"Gray, Jon",592351,"R","95.5",,,"99.4",,"75.8","29.5","37",
"Jackson, Jay",543351,"R","95.5",,,,,,"24.5",,
"Bradley, Archie",605151,"R","95.5","94.1",,,,"70.6",,,
"Nola, Aaron",605400,"R","95.5","93.7","38.7","99.3",,"80",,,
"Acton, Garrett",670183,"R","95.4",,,"94",,,"18.7",,
"Leiter Jr., Mark",643410,"R","95.4","89.1","52.2",,"89.2","96.9",,,
"Bass, Anthony",542914,"R","95.4","91.3",,,"87.3",,"42.2",,
"Wingenter, Trey",622259,"R","95.4",,,,,,"35",,
"Lambert, Jimmy",669424,"R","95.4",,,"99.3",,"91.9","19.8",,
"Ureña, José",570632,"R","95.4","92.8",,"95.3",,,"42.3",,
"Legumina, Casey",668984,"R","95.4",,,"91.4",,,"35.7","48.5",
"Sears, JP",676664,"L","95.4",,,"99",,,"22.8","27.4",
"Robertson, Nick",687798,"R","95.3",,,"98.9",,,"30.2","50.4",
"Kahnle, Tommy",592454,"R","95.3","98.3",,"98.7",,,"34.8",,
"Hill, Tim",657612,"L","95.3","91.3","79",,,,"53.3",,
"Clevinger, Mike",605182,"R","95.3","94.3","29","98.6",,"93.3",,"52.3",
"Ramsey, Lane",682010,"R","95.3",,,,,,"30.5",,
"Canning, Griffin",656288,"R","95.2","95.6",,"88.2",,"52.1","21.1",,
"Devenski, Chris",606965,"R","95.2",,,"91.4",,,"32.4","47.4",
"Alzolay, Adbert",640470,"R","95.2","94.5","57.5",,,,"41.2","40.1",
"Suarez, Robert",663158,"R","95.2","95.1",,"96.7",,,"30.9",,
"Stephenson, Robert",596112,"R","95.1",,"18.9",,"90.6",,"32.2",,
"Bradley, Taj",671737,"R","95.1",,"42.4",,"75.6","86.5",,,
"Cortes, Nestor",641482,"L","95",,"46.6","94.1",,,"33.1","53.1",
"Zerpa, Angel",672582,"L","95","87.5",,"98.7",,,"33",,
"Rodríguez, Yerry",666720,"R","95","93.2",,"99.5",,,"33",,
"Scholtens, Jesse",669947,"R","94.9",,,"79.7",,"87.3","31",,
"Anderson, Nick",623433,"R","94.9","97.4",,,,"27.9",,,
"Winder, Josh",680739,"R","94.9","96",,"93.7",,"84","11.6","56.7",
"Wilson, Steven",621051,"R","94.8",,,"99.3",,,,"45.3",
"Milone, Tommy",543548,"L","94.8",,,"87.3",,,"41.7",,
"Jiménez, Joe",641729,"R","94.8",,,"92.5",,,"33.5",,
"Estes, Joey",683155,"R","94.8",,"27.5","99.2",,,"46.3","44.9",
"Vest, Will",676684,"R","94.8","89.7",,"97.1",,,"33.5",,
"Pérez, Eury",691587,"R","94.8",,,"95.1",,"30.8","37.2",,
"Jackson, Luke",592426,"R","94.8",,,,,"65.9","36",,
"DeSclafani, Anthony",543101,"R","94.8","93",,"96.1",,"76.1","42.6",,
"Jarvis, Bryce",686826,"R","94.7",,,"97.9",,"90.1","47.9",,
"Abad, Fernando",472551,"L","94.7","91.6",,"99.3",,"60.6",,,
"Pearson, Nate",663878,"R","94.7",,,,,"85.3","38.6",,
"Winn, Keaton",676775,"R","94.7","88.9",,,"85.4",,"22",,
"Adcock, Ty",686654,"R","94.6",,,,,,"30",,
"Sale, Chris",519242,"L","94.6","92.2",,"99.2",,,"61.9",,
"Cole, Gerrit",543037,"R","94.5",,"53.8","99.2",,"77.4","26.7",,
"Rodón, Carlos",607074,"L","94.4",,,"82.7",,"69.3","30",,
"Davidson, Tucker",656353,"L","94.4","89.2",,,"74.4",,"39.6","64.7",
"Abbott, Andrew",671096,"L","94.4",,,"92.9",,"48.9",,"36.8",
"Gaddis, Hunter",683769,"R","94.4",,"70","98.7",,"81.6","44.7",,
"Herget, Kevin",643361,"R","94.2",,,"98.3",,"92.3","28.4","50.3",
"Coonrod, Sam",656322,"R","94","90.3","71.4","95.5",,,,"41.5",
"Honeywell, Brent",641703,"R","94","88.9",,"94.4",,,,"52.4",
"Tapia, Domingo",593619,"R","94","90.7",,"99.5",,,"32.7",,
"Scott, Tayler",605463,"R","94","92.3",,"81.4","82.8",,,"51.7",
"Kinley, Tyler",641755,"R","93.9",,,,,,"41.1",,
"Santana, Dennis",642701,"R","93.9","92.5","26.1","93",,,"22",,
"Márquez, Germán",608566,"R","93.9","91.2",,,,"24.1","24.3",,
"Houser, Adrian",605288,"R","93.8","89.6",,"88.4",,"93.7","33.6",,
"Loáisiga, Jonathan",642528,"R","93.7","91.7",,"96.6",,"37.7",,,
"Scherzer, Max",453286,"R","93.7",,"39.5","99.1",,"77","20.4",,
"deGrom, Jacob",594798,"R","93.7",,,"91.2",,,"32.2",,
"Cruz, Fernando",518585,"R","93.7",,"44.6",,"65.2",,"39.1",,
"Abbott, Cory",676265,"R","93.6",,,,,"58.4","64.2",,
"Alcantara, Sandy",645261,"R","93.6","93.1","21.2","90.3",,,"26.1",,
"Staumont, Josh",622251,"R","93.6","88",,,,"86.8","39.8",,
"Cueto, Johnny",456501,"R","93.5","94.4","62","80.6",,,"43.5",,
"Ward, Thaddeus",663658,"R","93.5","93.7","31","98.9",,,,"65.4",
"Salazar, Eduardo",674285,"R","93.5","90.5",,"89",,,"19.7",,
"Stone, Gavin",694813,"R","93.5","93.1","50.9","99.1",,,"27.9",,
"Kopech, Michael",656629,"R","93.4",,,"92.1",,"62.2","34.3",,
"Bush, Matt",456713,"R","93.4","89.5",,,,"81.5",,,
"Smith, Will",519293,"L","93.4",,,"95.9",,"62.4","26.1",,
"Garza, Justin",621057,"R","93.3",,"34.6","89.6",,,"33.9",,
"Kerr, Ray",678061,"L","93.3",,,,"97.2","34.9",,,
"Anderson, Chase",502624,"R","93.3","92.8","53.8","99.4",,"96.5",,"50.3",
"Rutledge, Jackson",671131,"R","93.3","98.7",,"96.1",,"77.8","14.7",,
"Vines, Darius",670241,"R","93.3",,"51","97.4",,,"12.4",,
"Shuster, Jared",694363,"L","93.3",,,"97.6",,,"32.4",,
"Law, Derek",571882,"R","93.2","85.9","56.5","98.9",,"56.2","28.7",,
"Javier, Cristian",664299,"R","93.2",,,"84.3",,"74.7",,"42.5",
"Patiño, Luis",672715,"R","93.2","89.5",,"98.9",,,"36.7",,
"Baker, Bryan",641329,"R","93.1",,,"90.6",,,"46.5",,
"Liberatore, Matthew",669461,"L","93.1","90.6",,"98.8",,"94.2","22.3",,
"Reyes, Denyi",660593,"R","93.1","93.6","61.3","98.1",,,"45.7",,
"Doyle, Tommy",656382,"R","93.1",,"56",,,,"24.3",,
"Jiménez, Dany",666204,"R","93",,,,,,"12.7",,
"Green, Chad",643338,"R","93",,,,,,"28.5",,
"Wittgren, Nick",621295,"R","93",,"38.6","85.4",,,"35.7",,
"Hoeing, Bryan",663773,"R","93","92.8",,"98.5","79.2",,"36.7",,
"Joyce, Ben",690829,"R","93",,,,,,"42.5",,
"Nogosek, Stephen",668665,"R","92.9",,"51.9","91.8",,,,"55.6",
"Sandoval, Patrick",663776,"L","92.9","94.3",,"98.1",,"69.2","36","51.1",
"Snead, Kirby",669912,"L","92.9","92.6",,"90.5",,,"46.1",,
"Gibaut, Ian",664139,"R","92.9",,"57.9","96.9",,,,"53.2",
"De Jesus, Enmanuel",646241,"L","92.9","91",,"88.8",,,"46.3",,
"Duarte, Daniel",650960,"R","92.8","95.2","52.1","98",,,,"54.7",
"Thompson, Mason",666168,"R","92.8","86.3",,,,"86.5","28.7",,
"McHugh, Collin",543521,"R","92.8",,"54.1",,,"81.5",,"53.4",
"Misiewicz, Anthony",664948,"L","92.8",,"37.9",,,"69","24.9",,
"Puk, A.J.",640462,"L","92.7","89.9",,,,,"33.8","34.8",
"Faedo, Alex",656412,"R","92.7",,,"96.6",,,"24.9",,
"Taillon, Jameson",592791,"R","92.7","92.4","55.1","98.6",,"71.8","40.3","46.7",
"Grove, Michael",675627,"R","92.7","90.4","51.8",,,"80.9","32.8",,
"Lively, Ben",594902,"R","92.7","92.8","75.8","96.7",,"78.9","44.7","55.3",
"Wells, Tyler",669330,"R","92.6",,"64.5","94.3",,"75.6","36.3",,
"Phillips, Evan",623465,"R","92.6","91.6","55.4",,,,,"47",
"Morton, Charlie",450203,"R","92.6","94.1","35.9","99.4",,"69.2",,,
"Soto, Gregory",642397,"L","92.6","93",,,,,"22.7",,
"Kimbrel, Craig",518886,"R","92.5",,,,,"65.7",,"66.9",
"Severino, Luis",622663,"R","92.5","91.1","46.3","98.5",,,"60","76.9",
"Loup, Aaron",571901,"L","92.5","94.7","14.5","98.9",,"69.3",,,
"Pagán, Emilio",641941,"R","92.5",,"33.7",,"95.5","59",,,
"Curtiss, John",595928,"R","92.4",,,,,,"21.6",,
"Brown, Hunter",686613,"R","92.4",,"49.4","92.7",,"77.5",,"58.4",
"Snell, Blake",605483,"L","92.4",,,"98.5",,"72.2","46",,
"Hamilton, Ian",641656,"R","92.4","86.2",,,,,"26.2",,
"Bracho, Silvino",611093,"R","92.4",,,"52.5",,,"38.3",,
"Ortiz, Luis",682847,"R","92.3","87.6",,"98.4",,,"18.7",,
