"entity_name","entity_id","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_splitter","active_spin_curve","active_spin_slider","active_spin_sweeper","active_spin_slurve"
"Henry, Cole",669371,"R","95.1","93.9","29.8","93.9",,,,"53.7",
"Guerrero, Luis",692285,"R","95.1",,,"89.3",,,"33.2","47.5",
"Altavilla, Dan",656186,"R","95.1","91.2",,"89.3",,,"37.2",,
"Fermin, José",820862,"R","95.1","91.7",,,,,"9.6",,
"Leiter, Jack",683004,"R","95.1","94.8",,"79.6",,"62.5","27.3",,
"Abbott, Andrew",671096,"L","95",,"40.9","95",,"48",,"35.1",
"Rainey, Tanner",663432,"R","95",,,,,,"23.8",,
"Brown, Hunter",686613,"R","95","88","58.9","96.5",,"81.1","45.2",,
"Luzardo, Jesús",666200,"L","95","95",,"99.5",,,"18","37.1",
"Thompson, Mason",666168,"R","95","92.3",,,,"85.7","33.1",,
"Rock, Joe",697812,"L","94.9","92.6",,,,,"19.4",,
"Bergert, Ryan",686701,"R","94.9","96.9",,"96.4",,"64.8","28.4","44.4",
"Chandler, Bubba",696149,"R","94.9",,,"97.5",,"33.1","20.2",,
"Arrighetti, Spencer",681293,"R","94.9","94.1","44.8","95.5",,"76.9",,"56.5",
"Hernández, Carlos",672578,"R","94.9","95.5",,,"91.8","55.1","25.1",,
"Díaz, Edwin",621242,"R","94.8",,,,,,"23.4",,
"McGough, Scott",543518,"R","94.8","97.3",,,"80.6",,"30.3",,
"Hill, Jaden",677955,"R","94.8","96.4",,"99.6",,,"28",,
"Scholtens, Jesse",669947,"R","94.7",,,,,,"36.2","47.4",
"Povich, Cade",700249,"L","94.7","93.8","73.5","74.6",,"83","38.2","44.8",
"Boyd, Matthew",571510,"L","94.6","94.6",,"90.4",,"74.7","23.4",,
"Jackson, Luke",592426,"R","94.5",,,,,"68.6","37.2",,
"Johnson, Pierce",572955,"R","94.5",,"54.5",,,"41.5",,,
"Suarez, Robert",663158,"R","94.5","94.6",,"93.4",,,,,
"Matsui, Yuki",673513,"L","94.5","91.4",,,"74.8",,"36.4","38.6",
"Trivino III, Lou",642152,"R","94.4","90","57.6","98.8",,"82.4",,"57.8",
"Fisher, Braydon",680755,"R","94.4",,"66.6",,,"77.2","18.7",,
"Cruz, Steven",674444,"R","94.4",,"63.2",,,,"49.8",,
"Civale, Aaron",650644,"R","94.4","91.6","55.9",,"91.6","79.3","45.1",,
"Sale, Chris",519242,"L","94.4","93.1",,"98.9",,,"55.3",,
"Baz, Shane",669358,"R","94.4",,"49","95.7",,"71.5","23.5",,
"Jobe, Jackson",695549,"R","94.3","88.3",,"98.1",,"70.4","29.6",,
"Pagán, Emilio",641941,"R","94.3",,"34.6",,"79.4",,,,
"Evans, Logan",688138,"R","94.3","94.3","16","91.6",,"68.8",,"42.8",
"Eovaldi, Nathan",543135,"R","94.3","93.7","64.6",,"83.1","79.6","40",,
"Dollander, Chase",801403,"R","94.3","85.8",,"97.3",,"77.4","36.8",,
"Graceffo, Gordon",700669,"R","94.2","92",,"95.1",,"76.8","21.2",,
"Lynch IV, Daniel",663738,"L","94.2","90.1",,"93.8",,"31.5","17",,
"Birdsong, Hayden",806185,"R","94.2",,,"88.8",,"67.1","34.5",,"31.7"
"Lopez, Jacob",682052,"L","94","94.1","59","97.2",,,"50.2",,
"Rodriguez, Bradgley",699134,"R","94","90.6","44.3","98.3",,,,,
"Seymour, Ian",693855,"L","94","93.1","53.8","97.4",,"83.2","23.5","33.4",
"Pearson, Nate",663878,"R","94",,,,,"71.1","36.1",,
"Beeks, Jalen",656222,"L","93.9",,"19.6","91.8",,,,,
"Miller, Erik",669062,"L","93.9","96.2",,"99.5",,,"17",,
"Kopech, Michael",656629,"R","93.9",,"35.3",,,,,,
"Taillon, Jameson",592791,"R","93.9","92.6","49.3","86.8",,"71.9",,"53.6",
"Gillispie, Connor",687362,"R","93.8",,"36.5","83.8",,,,"56.1",
"Bowlan, Jonathan",680742,"R","93.8","92.9",,"69.6",,"65","25.4",,
"Hoglund, Gunnar",680684,"R","93.8","94.9",,"85.3",,,"67.4","40.2",
"Kelly, Zack",677161,"R","93.7","94.8","56.5","94.7",,,,"56.9",
"Gervase, Paul",801434,"R","93.6",,"58.2",,,,"39.9",,
"Cox, Austin",680735,"L","93.6",,"60.4",,"88","56.1","33.3",,
"Lauer, Eric",641778,"L","93.6",,"38","96.9",,"69.7","27.8",,
"Speier, Gabe",642100,"L","93.6","92.8",,,,,"33.9",,
"Canning, Griffin",656288,"R","93.5",,"39.4","85.9",,"50.4","27.9","47.6",
"Cabrera, Génesis",650893,"L","93.5","91.9","54.9",,"76.9","65",,,
"Merryweather, Julian",657240,"R","93.5",,,,,,"22.6",,
"Palmquist, Carson",687223,"L","93.5",,"44.1","89.3",,,,"49.5",
"Eder, Jake",671109,"L","93.5",,,"86.3",,,"35.6","37.2",
"Kahnle, Tommy",592454,"R","93.4",,,"98.6",,,,,
"Hanifee, Brenan",669724,"R","93.4","92.6",,"96.2",,,"18.8",,
"Megill, Trevor",656730,"R","93.4",,,,,"40.5",,,
"Berríos, José",621244,"R","93.4","98.6","55.2","98.4",,,,,"55.6"
"Miller, Bryce",682243,"R","93.3","90.2","55.4",,"68","69.1","25.9","62.4",
"Richardson, Lyon",680689,"R","93.3","88.8",,"92.8",,"54.8",,,
"Brazobán, Huascar",623211,"R","93.3","91.3","50.4","83.1",,,"22.5",,
"Allard, Kolby",663465,"L","93.2","94.3","49.5","99.4",,"95.1",,,
"Santillan, Tony",663574,"R","93.2",,,,,,"30.1",,"38.3"
"Weathers, Ryan",677960,"L","93.2","93.2",,"69.6",,,"26.1","33.3",
"Suarez, José",660761,"L","93.1","91.4",,"86.1",,,"30.2",,
"Estes, Joey",683155,"R","93.1","93",,"98.7",,,"32.8","50.8",
"Scherzer, Max",453286,"R","93",,"43.1","99.1",,"66.4","28.7",,
"Ruiz, José",614179,"R","93","90.9",,"90.3",,"45.1",,,
"Tidwell, Blade",694918,"R","93","93.5",,"87.3",,,"34.5","46.3",
"Shuster, Jared",694363,"L","93","95.8",,"76.6",,,"25.3",,
"Tonkin, Michael",543859,"R","92.9","87.8",,,,,"11.2","44.7",
"Gillaspie, Logan",670810,"R","92.8",,"68.3","97.8",,"63.4","32.3",,
"Okert, Steven",595345,"L","92.8",,,,,,"38.6",,
"Miller, Mason",695243,"R","92.8",,,"90.6",,,"48.4",,
"Hamilton, Ian",641656,"R","92.7","87.6",,,,,"37",,
"Burke, Brock",656271,"L","92.6","88.2",,"77.7",,,"45.1",,
"Sproat, Brandon",687075,"R","92.6","85.4",,"99",,"82.7","41.4","49.9",
"Messick, Parker",800048,"L","92.6","87.3",,"77.4",,"57.5","46.4",,
"Burrows, Mike",681347,"R","92.5","92.9",,"97.4",,"85.7","30.4",,
"Severino, Luis",622663,"R","92.5","91.3","62.9","98",,,"41.8","61",
"González, Wikelman",682790,"R","92.4",,,"98.6",,,"35.3",,"78.3"
"Morillo, Juan",666661,"R","92.4","91.1",,"97.5",,,"40.1",,
"Varland, Louis",686973,"R","92.3","94.3",,"85.2",,"51.1","40",,
"Alexander, Jason",669920,"R","92.3","92.2","37.7","98.1",,,,"66.7",
"Francis, Bowden",670102,"R","92.3","94.1",,,"93","83.7","29.6",,
"Bido, Osvaldo",674370,"R","92.3","89.6","16.1","95",,,"26.3",,
"Mena, Cristian",691441,"R","92.2","84.6",,"78.5",,"15.1",,"23.4",
